Id,SalePrice
1461,110493.46895121575
1462,157004.71720242593
1463,166918.34477061869
1464,182132.9317532033
1465,209599.59776491695
1466,177060.6271744613
1467,163762.04546046065
1468,170220.3020306544
1469,200059.75764698652
1470,109585.90430379778
1471,202631.68025817262
1472,120718.52629953987
1473,115773.79864218022
1474,162863.69903112005
1475,132832.49020722145
1476,356415.49883420015
1477,267235.72217562486
1478,312847.2046349604
1479,300402.5656290891
1480,475322.25542669464
1481,320270.7019953728
1482,227104.91761528558
1483,183048.3000955035
1484,182325.25630121998
1485,170778.19485197766
1486,207398.68349639588
1487,328871.5184020922
1488,271809.2471642633
1489,192383.74415711878
1490,197262.3562419258
1491,202226.41088517255
1492,104526.29219089323
1493,175317.41146348335
1494,293105.48677293456
1495,295007.1746803069
1496,218442.9383465111
1497,205866.58773583992
1498,168086.3281800287
1499,168086.3281800287
1500,155426.53926019097
1501,173207.3862908181
1502,157618.6556251662
1503,270162.4529400109
1504,238194.71984437155
1505,217819.46275686318
1506,212235.59277627946
1507,234926.52805054368
1508,192658.7434219284
1509,170494.320842334
1510,148051.13353579788
1511,146133.9465759665
1512,167151.09290391766
1513,162925.86262581227
1514,158018.75185471613
1515,188093.03097815043
1516,155535.7750849241
1517,141905.07122148713
1518,170462.31678221835
1519,216596.83062996456
1520,128978.69676564915
1521,133792.43727411356
1522,179883.71810123103
1523,118412.51612208236
1524,116898.37797238173
1525,115002.73903271808
1526,117071.80158022828
1527,96456.25167714305
1528,134253.1897212617
1529,141230.71546625922
1530,176035.7886357158
1531,116246.36008669587
1532,96188.38680225036
1533,154252.8813522745
1534,132365.09522762866
1535,144625.57451105292
1536,119015.61703374518
1537,75683.30065109649
1538,160127.1521782362
1539,173395.28369843724
1540,132835.0331708964
1541,144635.08203854546
1542,143407.70947973922
1543,185353.88603801423
1544,83950.8727084427
1545,121840.60790813496
1546,133126.23469565698
1547,130260.48473100502
1548,142351.97056236924
1549,111760.09032339099
1550,137791.9345225287
1551,125692.99165078846
1552,137541.58534776294
1553,126998.51567449752
1554,126111.7916110482
1555,157160.58607945283
1556,110413.51859606565
1557,120000.83065005715
1558,110743.47746369935
1559,111813.22107181465
1560,134986.14151498795
1561,153105.274015969
1562,111233.90423183911
1563,110365.8018768035
1564,163233.38112968643
1565,144951.29034961897
1566,208144.6070937702
1567,88185.5908881365
1568,197879.5072228486
1569,111581.59636926178
1570,123140.01582680184
1571,120850.33384859462
1572,129881.10828203626
1573,229988.6743541742
1574,147659.46706853132
1575,210411.10560682454
1576,218595.7777241687
1577,192491.44701331278
1578,130830.31847318666
1579,133422.2971887585
1580,202419.56497638984
1581,125644.9091904604
1582,120254.67621932349
1583,319754.4950532426
1584,230019.97135468828
1585,139908.2101259037
1586,63825.68299033315
1587,103435.92219500564
1588,135963.96481557013
1589,112829.70496841488
1590,141197.64821675868
1591,97542.4347224649
1592,121606.89314913482
1593,120494.62690144415
1594,124772.18897065189
1595,127442.07337844108
1596,213044.2275011507
1597,171885.71513162288
1598,183227.4375026222
1599,183591.9805558848
1600,197923.91954710204
1601,58301.563757391625
1602,115893.10500636869
1603,86253.76779059805
1604,257126.60561623075
1605,261470.0054227099
1606,166135.7028073383
1607,227375.4681627019
1608,219389.26824654837
1609,191155.37488769632
1610,145386.57880662766
1611,144624.8778072729
1612,175278.5648027933
1613,165573.9089873579
1614,117979.97411752248
1615,98620.09034145402
1616,98620.09034145402
1617,106236.70413054917
1618,111534.37555322218
1619,119984.69548647242
1620,193406.50356068872
1621,142533.25921034842
1622,136895.9133131663
1623,265427.7853723111
1624,197864.95567094474
1625,119098.07344049911
1626,179479.21295841102
1627,182551.04281695932
1628,284219.40377490065
1629,181167.6607121302
1630,349320.82577654236
1631,233266.8348671475
1632,256839.23002341003
1633,168763.52874156536
1634,184703.93442596478
1635,168650.5261228904
1636,164753.02734862413
1637,178536.97088165823
1638,209432.61539134363
1639,194259.7646346866
1640,247036.17077504026
1641,185895.519989996
1642,218260.43328694598
1643,243503.23775874608
1644,236990.77530889818
1645,179447.0683774672
1646,150877.34074276482
1647,173727.01181717493
1648,145118.63409702084
1649,125302.01789835183
1650,107956.2540731826
1651,108218.41006700149
1652,121305.53278042142
1653,121011.67360727227
1654,166008.74682245194
1655,160830.91127891865
1656,163655.64082963398
1657,166815.98174533367
1658,164053.05464816742
1659,132880.16669096175
1660,132484.24775304072
1661,386963.0444708504
1662,366375.8145025305
1663,362763.7331944735
1664,506688.39414259704
1665,320653.55238587555
1666,295003.89784338395
1667,329283.33058285643
1668,320768.3439202513
1669,288849.16880932637
1670,329076.7271111965
1671,246823.84630501314
1672,422486.7354694617
1673,286375.9816068302
1674,273490.8304680101
1675,186393.52899330892
1676,181654.46960301572
1677,205534.0521087051
1678,474428.9313704068
1679,350172.3948749787
1680,320059.50161424704
1681,261917.69218233312
1682,283835.74635776045
1683,208924.23880042342
1684,187186.7704911334
1685,173060.1428191065
1686,190348.79620320085
1687,171131.48192368346
1688,202399.28688604393
1689,199493.69051859554
1690,190139.6165994068
1691,178748.3453306557
1692,260653.88074456409
1693,170778.19485197766
1694,173833.97736052918
1695,171866.2622604076
1696,266472.07963688247
1697,171866.2622604076
1698,330191.4452836937
1699,322430.4666519941
1700,229258.28838770578
1701,264683.8333864536
1702,286479.8637338237
1703,279162.7597429549
1704,286575.6504010008
1705,233592.74712309265
1706,428939.14719813364
1707,214865.51387712924
1708,210709.49286641774
1709,290278.7193928392
1710,233084.27803205798
1711,251534.65658261636
1712,284014.2117255111
1713,254352.8722289101
1714,224994.67611268788
1715,201512.88855860863
1716,195955.97690559676
1717,186943.1545817747
1718,149091.7719601507
1719,210807.02672401766
1720,260441.13177923454
1721,183059.02803162852
1722,131883.1472869772
1723,147112.36093961555
1724,231984.76627238985
1725,225705.3232396033
1726,182469.31492362663
1727,177633.69434862412
1728,188742.74714234378
1729,158832.9061559498
1730,157836.02125040413
1731,126061.60352455787
1732,116082.3369724552
1733,108283.83653829091
1734,118378.20169721346
1735,112343.2279827094
1736,112071.07973582225
1737,308278.1000207356
1738,207052.75589824328
1739,315433.28515531326
1740,224781.25928335547
1741,179197.3543179745
1742,173565.69860553448
1743,183730.50311039542
1744,248675.44304525293
1745,238823.2969669068
1746,232565.59145717815
1747,205525.61358011907
1748,212530.93457229185
1749,152238.60217250182
1750,151822.07064547003
1751,229162.12027078748
1752,109871.15457562241
1753,176361.2407257691
1754,221335.77619751616
1755,165783.78150419003
1756,107650.6554473538
1757,107759.84301247414
1758,142769.63641818834
1759,158508.8523137392
1760,152946.4468407324
1761,152317.09795706806
1762,168930.88175703137
1763,178960.49573471936
1764,114086.56112219361
1765,205824.52748244297
1766,175958.88485296245
1767,188640.14761467525
1768,128722.0984399967
1769,186259.22977769974
1770,125231.83856136289
1771,132518.9782132039
1772,145858.00010506975
1773,120443.14821020521
1774,192034.44536691313
1775,133315.70060691662
1776,121879.39322092941
1777,98990.65855271702
1778,118630.2692996728
1779,105091.58572783785
1780,171049.5199948857
1781,130454.91965875255
1782,84519.2883114114
1783,126627.84857990147
1784,84732.10304782649
1785,113680.95753297364
1786,158719.19083641493
1787,155290.0851373423
1788,56238.95282210662
1789,101509.96373212959
1790,66736.98321639585
1791,236842.83051467128
1792,163268.1412362686
1793,145471.77069889472
1794,134298.79653100934
1795,138171.17229643365
1796,117774.72197972208
1797,138996.1146707038
1798,120884.96866747864
1799,95921.45637682789
1800,116759.96363759717
1801,117774.64210191202
1802,158971.5916255657
1803,176805.1831035407
1804,127937.19707043003
1805,134813.66319356748
1806,139337.87443953843
1807,160537.2942999884
1808,110223.90834374088
1809,103167.73036801687
1810,139332.07936862178
1811,104748.64919871734
1812,111737.21759562918
1813,126067.89042744851
1814,95419.5607342081
1815,56317.21297707617
1816,90676.1542559741
1817,113049.31439795757
1818,148031.21310220266
1819,122986.58778484343
1820,75612.86105244001
1821,140734.86298755952
1822,152453.30911119655
1823,61863.65865456474
1824,140933.59403477507
1825,118154.83443287235
1826,104339.85369933056
1827,107851.88292418106
1828,133730.2528660398
1829,150571.0121435795
1830,159061.28172173907
1831,158771.66310358924
1832,138490.5655007481
1833,149580.72974448281
1834,124465.56581109989
1835,149936.1169877302
1836,158585.53833493177
1837,84967.61485884656
1838,128578.51324030693
1839,81797.72963357008
1840,126283.17367056877
1841,132114.0187791765
1842,105022.36740642623
1843,124411.5303674534
1844,133811.64565204203
1845,137741.4728882134
1846,151874.19121235103
1847,157812.89678963306
1848,55218.26213185051
1849,109538.75761049858
1850,122985.46002585061
1851,150641.93700136783
1852,123601.78036390207
1853,126169.64997743246
1854,171773.48986669522
1855,154437.80807089998
1856,218515.66829395064
1857,119516.05147039957
1858,154526.83324471294
1859,130064.9055790541
1860,152847.27210659996
1861,129199.3098207106
1862,295070.52223235223
1863,295070.52223235223
1864,295070.52223235223
1865,313864.32805205986
1866,317668.5544891644
1867,257278.55298123026
1868,284161.97786714096
1869,198162.28745243908
1870,230252.57827528947
1871,258735.17372465914
1872,168062.64593437943
1873,227107.4781224764
1874,127921.01465177909
1875,213046.1855423266
1876,190792.42982187925
1877,212107.04327323148
1878,217291.80135713678
1879,116340.940556205
1880,125632.92264944916
1881,245466.02612482483
1882,263229.2870900409
1883,206108.87668318333
1884,217638.04587381193
1885,238338.79516576428
1886,279189.4690880208
1887,206755.91597642435
1888,272249.62825946364
1889,164794.47329737648
1890,114871.23323196953
1891,147775.50721428255
1892,98902.57500184664
1893,135467.95116641285
1894,153311.36074492207
1895,147744.60235765114
1896,120954.34016150254
1897,121058.86646742196
1898,125104.382251484
1899,133300.37285790342
1900,131665.71243564473
1901,144340.03624287888
1902,139542.12178313767
1903,209872.41772513257
1904,125083.68979509303
1905,185167.34992621027
1906,137612.6758867481
1907,196239.93447409078
1908,135863.49174457724
1909,148547.65439094102
1910,148547.65439094102
1911,182934.81591211245
1912,264506.70698931953
1913,144400.0870659377
1914,70776.33379985219
1915,259247.1665842065
1916,59614.07205217238
1917,274744.9541892413
1918,128657.38376481773
1919,162274.55080201142
1920,184568.43532180847
1921,374344.8804397237
1922,306892.6930771143
1923,195345.82049673487
1924,214839.13120799878
1925,223585.07659948073
1926,355570.67534004844
1927,121267.50639836669
1928,152562.68857790035
1929,105934.5284102491
1930,130918.66797502512
1931,125561.00505563893
1932,143551.91723904645
1933,155824.50561641593
1934,181691.71995105818
1935,165825.0966672761
1936,182132.9317532033
1937,182572.26261879902
1938,166743.67482072083
1939,265350.8158153512
1940,209599.59776491695
1941,183855.68872689066
1942,181307.59229960266
1943,214599.68731460723
1944,298642.6286834611
1945,339095.7691456647
1946,183822.97660220115
1947,295479.1520366814
1948,174364.91796456953
1949,230707.72296721078
1950,184170.68734938005
1951,264505.9610445074
1952,236151.5306842434
1953,160282.5400748479
1954,206917.36853348743
1955,138983.0250070556
1956,312509.23964152095
1957,182023.30952285367
1958,294998.9175653612
1959,163316.86233787012
1960,105885.86704158223
1961,118932.23096851484
1962,121305.53278042142
1963,121011.67360727227
1964,124929.41250777245
1965,162527.48012697074
1966,161552.30928878297
1967,270875.47140446736
1968,387377.6965683029
1969,351381.9583419619
1970,401505.0372620351
1971,454191.37504001486
1972,342007.0723902182
1973,271733.33309208765
1974,295383.05710826215
1975,489362.96615033364
1976,268767.8784836317
1977,330304.4324174289
1978,353442.04716033407
1979,339224.9357840588
1980,205821.07964633274
1981,329890.61759718624
1982,223766.90116406902
1983,223766.90116406902
1984,198189.95504882224
1985,228050.54703868256
1986,235744.14693190504
1987,190484.91425791167
1988,175055.43189625378
1989,205407.40158846488
1990,219448.03959289865
1991,205534.0521087051
1992,218944.34239273233
1993,183365.78400583973
1994,242607.16212592335
1995,199754.9810162081
1996,264881.1621640619
1997,334220.5348653549
1998,320178.5263950131
1999,230433.12944699216
2000,303824.5690504384
2001,251349.365223335
2002,245404.92972378698
2003,271556.477230409
2004,259888.31394669696
2005,237872.6550549141
2006,227510.94663505437
2007,281058.1368993357
2008,190663.1233628589
2009,185969.04623112077
2010,202113.05649878053
2011,150633.9839098433
2012,184606.33774359283
2013,175683.10182484591
2014,182457.01402398033
2015,198124.70590912958
2016,183830.96738936804
2017,201248.34427404328
2018,118189.25549323478
2019,108283.83653829091
2020,112205.05659799231
2021,108810.37803752154
2022,179483.46658514856
2023,160137.56811059374
2024,225857.27940853094
2025,364328.6613507171
2026,192218.15964246463
2027,152999.43373320054
2028,184020.04132794525
2029,173977.8488463569
2030,280274.57814300945
2031,245957.559678237
2032,260496.15262515142
2033,270206.63760292035
2034,180624.60079367567
2035,209378.12788067618
2036,220771.6170786037
2037,222118.96774479857
2038,322352.9595909559
2039,212189.55951238083
2040,329006.35007659474
2041,227613.05579597503
2042,214888.68556741808
2043,176682.61327570275
2044,210129.64691864097
2045,212033.01458345514
2046,175116.31792928182
2047,146393.1524675211
2048,122066.59519886255
2049,182925.25548271395
2050,192621.75272907852
2051,97752.0627041963
2052,136835.282523855
2053,127376.94707606181
2054,86249.52344168008
2055,157188.11179534523
2056,121642.73899938648
2057,119296.66709054008
2058,191651.42962348202
2059,130863.6514810391
2060,142131.20139235532
2061,184446.25414600392
2062,125343.63584828893
2063,104324.05375549145
2064,136996.561221955
2065,121669.92760837979
2066,176200.91815754934
2067,122917.88672640552
2068,187685.78525573257
2069,81732.34875713437
2070,111202.11413465923
2071,80576.08857591923
2072,153686.50892962643
2073,130037.29497271475
2074,183291.20494473618
2075,137154.4419062745
2076,114283.04025924257
2077,137615.69005227496
2078,120983.03791268813
2079,143711.1975854613
2080,126206.27243013658
2081,139674.5983049298
2082,162826.4889787029
2083,148590.7760074171
2084,103664.45036507183
